"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"OL67_003019" 7696 9531 8498 10436 9518 15609 14534 10094 15597 8510 10428 14983
"OL67_003020" 6793 8825 8172 10195 8266 15260 12375 10259 13628 8794 9454 14037
"OL67_003021" 6507 8716 8169 7356 7845 13480 13936 9674 12497 7384 9557 13440
"OL67_003022" 192 179 153 150 187 335 295 176 307 119 169 220
"OL67_003023" 812 663 513 682 573 915 813 733 1002 389 530 825
"OL67_003024" 329 364 275 230 277 392 340 349 400 197 241 339
"OL67_003025" 17299 6424 5777 9080 11295 19801 14989 11945 18064 7948 8558 12461
"OL67_003026" 32822 10258 9719 15495 17241 30968 23053 19839 27748 12678 14036 19394
"OL67_003027" 15209 10530 8823 14479 15459 27135 23137 18187 25181 12141 13428 18631
"OL67_003028" 5698 5954 4827 6252 8282 15075 14398 9948 13742 6942 7704 10994
"OL67_003029" 44688 25782 21501 29249 31645 55689 37435 35244 49305 27996 30715 44333
"OL67_003030" 1409 8745 6494 3333 2480 3494 7325 7066 9866 3714 4845 7630
"OL67_003031" 3871 5262 2757 4940 6012 9012 7524 6331 10039 4852 5933 9377
"OL67_003032" 17336 11683 6508 12084 13198 20016 13876 13690 22147 10920 13937 19843
"OL67_003033" 29003 13670 10340 24257 15162 26615 17580 15851 25114 13895 15844 22792
"OL67_003034" 11543 7785 4176 4441 9234 13126 13001 9334 15110 6850 9206 13598
"OL67_003035" 52881 29186 23463 40624 35010 57284 41093 40851 55259 30433 35300 55761
"OL67_003036" 52044 27121 25389 54926 27331 50019 35256 30972 43257 31702 36274 43538
"OL67_003037" 8131 7429 8221 19163 6654 13563 9189 7722 10433 8929 9276 12166
"OL67_003038" 13151 12870 10835 15006 10764 19235 16868 12866 17361 11598 13033 19495
"OL67_003039" 167 275 171 141 229 416 312 305 428 161 229 326
"OL67_003040" 444 279 212 295 346 547 398 349 518 190 266 397
"OL67_003041" 559 501 317 301 523 784 721 521 849 364 508 760
"OL67_003042" 808 594 358 246 670 1136 960 864 1454 305 405 689
"OL67_003043" 44423 27987 23646 36451 30524 50467 41777 35371 49368 27237 31224 46041
"OL67_003044" 45517 36878 29070 44519 35006 52837 41442 39518 56605 31989 38674 57040
"OL67_003045" 40516 13512 7231 9988 17807 29656 23504 18029 35299 15376 20719 29333
"OL67_003046" 73666 23505 17407 28146 34495 66442 47658 34944 64286 27602 32947 48980
"OL67_003047" 17974 9801 6718 9085 18886 30974 18778 19534 31453 11926 14026 23697
"OL67_003048" 12620 9328 5384 6123 16995 26227 18818 18241 27948 10737 12814 22780
"OL67_003049" 13 28 14 14 15 16 16 15 21 243 393 498
"OL67_003050" 6782 4453 3056 4253 3961 6020 5125 4276 6809 2790 3490 5782
"OL67_003051" 1563 2748 1925 1650 2361 3515 2982 2426 3996 1798 2258 3501
"OL67_003052" 1382 2359 2552 3740 2129 3350 4531 3395 4280 1104 1432 2120
"OL67_003054" 1000 850 626 1092 841 1238 1097 946 1225 503 648 1020
"OL67_003055" 32635 20245 14409 22748 23197 34639 25803 25936 35822 17429 21720 36125
"OL67_003056" 1597 1828 1274 1494 1645 2227 2058 1844 2507 1068 1407 2346
"OL67_003057" 2819 2177 1503 1851 2893 4369 3559 3450 4684 1613 2056 3169
"OL67_003058" 353 885 657 1075 440 711 434 403 614 334 623 665
"OL67_003059" 366 471 359 411 381 547 429 456 659 217 282 444
"OL67_003060" 162 331 237 199 247 458 210 219 383 225 318 507
"OL67_003061" 2119 1474 1105 1724 1224 1884 1463 1140 1824 1114 1466 2162
"OL67_003062" 14657 8502 6380 11056 11441 16979 15899 13159 18084 8819 11342 16405
"OL67_003063" 13481 6568 4727 8927 9136 13168 11457 9905 14592 6666 9339 13055
"OL67_003064" 453 1072 657 471 605 763 1061 811 1197 524 748 998
"OL67_003065" 2562 2788 2089 1984 2359 3412 2553 2743 3596 1826 2446 3519
"OL67_003066" 1645 923 715 1065 1268 2067 1651 1489 2070 719 923 1358
"OL67_003067" 858 601 322 395 703 956 679 718 999 443 704 850
"OL67_003068" 553 437 209 278 472 589 568 421 798 291 520 635
"OL67_003069" 950 1166 902 1113 833 1044 954 742 1019 775 1177 1530
"OL67_003070" 197 137 91 133 194 239 185 183 232 82 115 162
"OL67_003071" 2759 2772 1896 2274 2340 3513 2604 2418 3677 1803 2315 3334
"OL67_003072" 2573 2962 2093 3904 1813 2808 2295 1861 2863 2161 2684 3358
"OL67_003073" 4182 3395 2580 3474 3507 5128 4441 3931 5270 6653 7087 8048
"OL67_003074" 229 237 133 151 152 217 257 184 267 140 187 242
"OL67_003075" 307 276 213 253 255 374 322 249 377 163 214 293
"OL67_003076" 437 713 471 664 484 598 574 556 695 348 442 738
"OL67_003077" 326 210 141 193 205 310 279 267 315 112 138 164
"OL67_003078" 310 148 117 138 265 385 312 298 401 129 116 250
"OL67_003079" 169 74 68 36 102 162 154 130 204 57 88 128
"OL67_003080" 1222 946 498 651 931 1365 1159 995 1550 660 872 1351
"OL67_003081" 527 293 144 175 341 465 433 397 602 253 343 462
"OL67_003082" 1637 1378 888 770 1390 2013 1540 1460 2371 1080 1498 2205
"OL67_003083" 248 220 167 208 235 308 207 195 308 128 191 232
"OL67_003084" 528 755 567 643 580 860 712 667 880 458 559 890
"OL67_003085" 628 564 408 316 655 818 760 676 1087 388 465 763
"OL67_003086" 3462 3593 2221 2353 3431 5033 4223 3841 5543 1959 2497 3827
"OL67_003087" 5486 4939 2913 4528 4220 5771 5409 4921 6657 3303 4111 6518
"OL67_003088" 439 443 280 369 367 602 457 340 585 184 265 399
"OL67_003089" 2262 7572 5568 5735 3266 4479 3202 3405 4843 4853 7230 9348
"OL67_003090" 1718 2049 1487 1758 1522 2231 1919 1619 2277 1450 2169 2916
"OL67_003091" 401 852 641 744 550 684 678 597 687 457 642 902
"OL67_003092" 83 163 148 98 166 205 179 173 199 97 141 238
"OL67_003093" 153 305 236 298 240 278 226 217 275 121 156 231
"OL67_003094" 192 123 71 98 140 217 161 170 227 82 99 169
"OL67_003095" 182 140 102 135 173 240 232 169 254 91 138 205
"OL67_003096" 93 88 49 59 83 114 100 86 111 58 65 93
"OL67_003097" 652 457 306 706 394 746 528 449 688 417 507 638
"OL67_003098" 874 655 450 773 634 1068 706 649 1041 509 631 882
"OL67_003099" 496 344 196 272 380 592 475 378 625 258 338 530
"OL67_003100" 1718 1029 601 930 983 1498 1430 1118 1683 766 974 1456
"OL67_003101" 4942 4450 3340 4968 4923 6616 5868 5686 7113 3154 4128 5972
"OL67_003102" 562 1469 860 1366 473 611 653 647 771 493 749 1091
"OL67_003103" 118 298 191 219 151 192 253 215 328 200 290 391
"OL67_003104" 2233 6245 4418 5523 3091 3879 3746 3265 4551 2519 3713 5311
"OL67_003105" 1479 2059 1429 1750 1422 1965 1739 1580 2161 956 1388 1998
"OL67_003106" 1952 2760 1943 2068 2063 3021 2530 2242 3140 1182 1592 2595
"OL67_003107" 44 70 28 30 50 103 71 73 93 31 38 49
"OL67_003108" 344 381 277 307 426 692 542 519 680 284 359 561
"OL67_003109" 4159 1516 1022 1611 2884 4312 4039 3388 4829 1744 2398 2991
"OL67_003110" 102 64 60 83 77 149 80 107 157 47 69 90
"OL67_003111" 687 463 351 406 593 998 1007 890 1248 379 526 696
"OL67_003112" 578 572 314 433 432 552 469 450 676 312 484 623
"OL67_003113" 20363 11405 7364 13265 12816 18123 15422 13590 20577 7956 9765 16371
"OL67_003114" 18618 15881 12095 18717 16135 25316 21649 17005 26323 10793 13379 22319
"OL67_003115" 15845 17193 10980 10326 17575 26044 18434 18055 26916 15744 18230 32948
"OL67_003116" 6515 6888 4599 5727 5608 8403 6392 6113 8982 4595 5655 9514
"OL67_003117" 1344 1505 787 537 1677 2325 2397 1684 2475 626 929 1547
"OL67_003118" 49 42 35 32 33 76 66 43 63 46 55 51
"OL67_003119" 287 189 142 217 200 286 258 206 315 129 145 272
"OL67_003120" 301 322 185 242 253 334 319 295 376 196 267 338
"OL67_003121" 504 708 539 834 515 786 655 560 757 512 593 923
"OL67_003122" 63 86 52 107 57 112 73 69 126 60 100 82
"OL67_003123" 49 301 303 466 52 71 79 55 84 66 94 106
"OL67_003124" 6 10 14 7 5 13 5 5 11 10 15 22
"OL67_003125" 6017 5944 4361 6721 4245 6759 5261 4186 6673 4983 6792 9745
"OL67_003126" 899 810 592 847 732 1068 674 654 995 618 888 1203
"OL67_003127" 707 977 750 609 952 1418 1033 807 1418 644 844 1423
"OL67_003128" 529 714 450 585 677 1072 756 641 1014 504 640 1048
"OL67_003129" 265 548 353 367 457 751 401 472 677 405 574 922
"OL67_003130" 4080 6328 4408 4498 7323 11452 8458 7783 12644 6824 8632 13405
"OL67_003131" 2040 1661 1385 2557 1329 2074 1662 1379 2045 1185 1395 1919
"OL67_003132" 285 284 191 255 246 402 356 256 473 196 275 322
"OL67_003133" 289 516 330 320 351 543 417 333 517 215 259 440
"OL67_003134" 1066 607 390 530 691 1029 1005 795 1191 342 412 807
"OL67_003135" 7080 13446 7759 7493 13839 20533 15926 14409 23245 10165 12663 21924
"OL67_003136" 551 1062 638 1087 1019 1542 1174 952 1569 756 1008 1556
"OL67_003137" 1734 1310 957 1601 1207 1802 1382 1331 1875 1020 1301 1790
"OL67_003138" 618 484 366 349 581 940 746 576 892 350 516 693
"OL67_003139" 34 62 40 54 35 49 40 39 65 25 37 67
"OL67_003140" 716 1283 920 784 863 1217 1232 1132 1332 540 714 1000
"OL67_003141" 191 340 239 321 226 268 260 258 318 172 234 267
"OL67_003142" 78 434 364 430 115 199 185 169 192 139 176 259
"OL67_003143" 205 517 482 874 201 353 314 282 339 186 256 386
"OL67_003144" 211 561 497 736 259 406 323 285 354 232 345 454
"OL67_003145" 50 134 91 152 48 95 146 71 80 369 435 436
"OL67_003146" 2 24 20 31 4 12 45 11 20 76 84 90
"OL67_003147" 9 42 31 63 13 22 37 20 23 121 154 82
"OL67_003148" 26 81 60 95 40 44 86 43 53 123 151 149
"OL67_003149" 46 110 84 117 61 83 138 76 94 143 182 217
"OL67_003150" 113 72 47 50 128 149 369 130 212 2378 2827 2921
"OL67_003151" 272 1045 655 526 324 561 448 357 506 607 689 1002
"OL67_003152" 110 153 81 67 140 201 184 198 262 105 156 208
"OL67_003153" 227 381 188 190 316 491 403 352 546 244 321 465
"OL67_003154" 108 111 110 82 134 179 202 152 226 88 115 169
"OL67_003155" 107 127 82 91 84 142 120 93 144 67 81 128
"OL67_003156" 34 79 57 74 40 68 72 50 79 28 57 67
"OL67_003157" 63 114 56 85 76 105 134 96 125 45 65 93
"OL67_003158" 142 520 449 670 100 126 501 380 479 283 366 578
"OL67_003159" 310 1176 820 623 407 550 1300 1195 1499 430 557 858
"OL67_003160" 5520 9401 7489 11078 5596 7304 6932 6592 7395 7627 10805 11242
"OL67_003161" 1392 1667 1616 1983 1620 2366 2456 1761 2137 1628 2200 2606
"OL67_003162" 1384 1296 1060 1428 1415 1997 1491 1496 1827 1249 1709 2542
"OL67_003163" 1053 904 757 1084 1236 1589 1284 1215 1470 997 1232 1727
"OL67_003164" 1168 843 647 1134 1032 1306 1112 1065 1294 796 1084 1472
"OL67_003165" 149 176 134 140 238 231 273 228 288 94 139 198
"OL67_003172" 234 349 355 354 157 309 222 191 209 327 520 539
"OL67_003173" 275 1092 883 908 359 562 368 303 437 1005 1562 1810
"OL67_003174" 168 344 332 628 192 298 255 209 238 285 375 427
"OL67_003175" 328 1103 858 1188 356 439 353 353 436 633 982 1163
"OL67_003176" 179 825 569 626 327 458 381 350 459 267 480 543
"OL67_003177" 3841 30879 27088 76696 2538 3405 3594 2315 3367 44379 74110 53711
"OL67_003178" 649 787 586 1081 723 1194 745 735 1070 651 886 1326
"OL67_003179" 174 154 77 121 89 169 121 104 152 83 133 150
"OL67_003180" 274 483 362 489 294 467 409 296 433 265 417 534
"OL67_003181" 200 390 261 425 190 314 255 231 288 193 316 325
"OL67_003183" 945 2939 1678 1195 2706 3717 2359 2480 4291 1615 2527 3862
"OL67_003184" 19328 68953 44115 53668 26356 37715 59761 58217 74198 27662 34317 55447
"OL67_003185" 2270 482 307 438 1389 2058 770 546 719 1531 2561 2779
"OL67_003186" 941 367 254 333 699 1220 599 564 857 444 607 949
"OL67_003187" 492 443 326 561 353 531 518 425 706 417 608 722
"OL67_003188" 469 186 173 294 406 622 483 414 478 370 599 680
"OL67_003189" 151 71 56 97 114 221 131 132 145 145 234 247
"OL67_003190" 275 132 132 268 293 415 329 282 356 308 510 471
"OL67_003191" 160 135 90 164 160 265 210 185 245 288 464 476
"OL67_003192" 33 24 26 59 47 75 59 48 78 64 118 106
"OL67_003193" 177 610 521 542 312 309 402 409 520 234 374 538
"OL67_003194" 233 206 177 206 161 290 273 231 293 247 395 371
"OL67_003195" 123 63 45 98 97 175 146 107 143 153 269 219
"OL67_003196" 207 102 93 134 166 277 199 191 233 304 565 482
"OL67_003197" 414 705 542 677 647 857 737 731 912 522 730 985
"OL67_003198" 440 367 331 409 426 573 496 465 595 300 389 587
"OL67_003199" 49 107 96 72 105 203 111 127 161 67 98 144
"OL67_003200" 497 793 474 524 639 809 738 682 972 428 553 797
"OL67_003201" 252 411 278 367 433 605 546 473 685 318 398 607
"OL67_003202" 1239 1040 805 1245 1259 1796 1676 1554 2032 889 1094 1594
"OL67_003203" 2955 2324 1788 2779 2907 4176 3329 3397 4644 1988 2685 3648
"OL67_003204" 70 52 16 49 53 66 96 64 100 183 289 209
"OL67_003205" 322 207 126 180 272 338 256 231 333 146 256 318
"OL67_003206" 423 424 241 318 420 579 553 433 613 248 352 568
"OL67_003207" 1795 1624 1034 1481 1269 1982 1533 1303 1904 1125 1506 2103
"OL67_003208" 869 1533 1160 1679 362 645 450 314 466 1415 1988 2287
"OL67_003209" 626 1556 1225 1518 298 536 438 310 424 1446 2130 2404
"OL67_003210" 187 852 594 1033 138 231 165 136 216 758 1065 1272
"OL67_003211" 1296 6786 3764 5629 596 977 779 509 897 6004 9983 9036
"OL67_003212" 874 2664 2088 2883 923 1254 988 1061 1361 1523 1796 2844
"OL67_003213" 2125 4883 3997 5136 2055 3104 2448 2294 2966 2842 3531 5800
"OL67_003214" 645 795 580 1033 604 885 854 693 843 804 1173 1424
"OL67_003215" 1829 2775 2302 3797 1808 3049 2405 2032 2862 2748 4042 4951
"OL67_003216" 42 25 19 13 53 66 67 42 102 19 14 28
"OL67_003217" 1216 1435 1160 1608 1241 1779 1445 1255 1752 888 1110 1666
"OL67_003218" 366 321 205 176 402 647 453 371 617 237 355 538
"OL67_003219" 4067 2201 1871 3720 2720 4656 3204 3130 4474 2319 2713 3762
"OL67_003220" 2129 1784 1396 2014 2003 2958 2475 2226 2760 1289 1642 2528
"OL67_003221" 564 315 193 212 343 568 365 360 561 259 413 570
"OL67_003222" 361 695 411 544 494 655 601 442 641 357 539 827
"OL67_003223" 327 300 237 264 296 413 403 239 382 216 307 403
"OL67_003224" 1062 1018 735 767 998 1425 956 965 1404 638 804 1195
"OL67_003225" 1064 1199 937 1063 1098 1556 1716 1149 1675 707 874 1393
"OL67_003226" 1297 727 607 971 951 1426 1136 1080 1426 498 562 932
"OL67_003227" 1159 659 484 709 835 1382 797 911 1490 673 848 1241
"OL67_003228" 74 113 89 107 93 127 102 88 137 72 111 117
"OL67_003229" 95 832 688 903 99 198 127 155 179 320 381 549
"OL67_003230" 7495 16181 10109 9766 18339 27209 24818 19132 29529 14135 16252 32314
"OL67_003231" 927 1292 918 1008 1262 1664 2004 1746 2601 530 666 1128
"OL67_003232" 29075 19631 18547 33915 23678 38428 27676 27640 38347 19327 23627 33711
"OL67_003233" 988 883 682 1133 823 1245 849 709 1089 939 1503 1692
"OL67_003234" 10780 13677 8750 20243 8303 11333 6356 5002 8164 19483 35245 29139
"OL67_003235" 7971 8910 7043 11806 7451 10282 10181 8406 10562 13655 20986 24928
"OL67_003236" 273 588 326 348 308 433 326 306 543 221 359 462
"OL67_003237" 61 67 40 45 49 105 32 40 41 50 88 137
"OL67_003238" 468 495 335 365 523 754 482 531 773 317 415 642
"OL67_003239" 178 306 206 138 321 475 337 311 540 218 296 396
"OL67_003240" 68 196 120 178 75 108 92 73 109 129 206 249
"OL67_003241" 124 106 102 267 96 149 143 121 149 95 180 153
"OL67_003242" 239 208 134 68 336 499 339 307 533 165 233 358
"OL67_003243" 210 288 235 401 205 252 182 210 263 149 170 266
"OL67_003244" 95 65 61 120 87 150 112 120 150 63 62 95
"OL67_003245" 632 582 400 595 572 738 681 643 819 375 492 757
"OL67_003246" 9 13 19 26 10 22 14 14 21 11 19 12
"OL67_003247" 44 30 22 27 32 42 56 42 53 12 29 29
"OL67_003248" 159 109 76 87 86 155 144 117 159 62 78 132
"OL67_003249" 967 427 294 411 605 989 683 576 878 541 740 850
"OL67_003250" 2162 1716 1151 2497 1509 2328 2048 1331 2032 2084 3093 3200
"OL67_003251" 574 1157 808 649 880 1212 1017 1316 1721 534 714 1223
"OL67_003252" 938 1285 1068 1130 1115 1372 1569 1572 2029 572 615 1243
"OL67_003253" 1132 1450 1054 1271 1054 1377 1215 1050 1319 928 1151 1581
"OL67_003254" 1247 695 475 560 687 1048 822 821 1253 375 459 612
"OL67_003255" 3734 6984 5307 10453 2720 3920 3262 2816 4117 5082 7894 9666
"OL67_003256" 1042 2255 1716 2360 1280 1947 1650 1424 2163 1247 1696 2375
"OL67_003257" 303 476 279 316 354 544 550 335 562 190 317 417
"OL67_003258" 1212 1412 951 1232 1111 1728 1323 1182 1715 1134 1549 2135
"OL67_003259" 1078 1263 920 1442 867 1163 1030 988 1245 830 1059 1413
"OL67_003260" 1941 1739 1453 1543 2103 2977 2159 2227 2907 939 1297 2173
"OL67_003261" 5812 3998 3021 4415 5626 7931 6316 5596 7813 2950 3752 5353
"OL67_003262" 1468 4547 3840 3875 2343 3312 2135 2250 3257 3114 4842 5880
"OL67_003263" 1360 2573 1768 1009 2452 3767 2556 2674 3544 1779 2534 3383
"OL67_003264" 652 650 478 731 527 786 693 594 712 539 712 876
"OL67_003265" 2533 11258 8835 13721 1979 2744 3018 1797 2589 11056 19346 19881
"OL67_003266" 470 642 461 599 430 824 626 502 675 427 693 781
"OL67_003267" 227 279 179 236 250 351 333 224 380 161 205 319
"OL67_003268" 727 772 523 587 522 746 660 548 925 504 634 778
"OL67_003269" 274748 198572 146461 185552 204059 304244 187936 189519 290498 140980 169582 272544
"OL67_003270" 1070 3815 2452 2283 2914 4213 2696 3270 4709 2078 2480 4618
"OL67_003271" 3530 3172 2324 3185 2807 4620 2724 3201 4470 2328 2841 4786
"OL67_003272" 608 1073 833 819 805 1112 1024 869 1194 516 665 1069
"OL67_003273" 647 426 306 289 536 720 511 518 858 218 343 516
"OL67_003274" 202 225 148 206 258 361 298 281 402 182 268 338
"OL67_003275" 560 410 314 457 389 584 554 527 675 276 354 490
"OL67_003276" 72 107 89 43 63 81 73 78 107 49 66 109
"OL67_003277" 489 253 157 291 300 480 403 381 465 195 259 361
"OL67_003278" 835 606 317 595 565 688 764 631 804 365 560 655
"OL67_003279" 12842 13419 10725 18794 10492 16925 12631 11449 15784 10861 16380 17521
"OL67_003280" 2271 2841 2035 2960 2024 2953 2069 2109 2720 2037 2758 3873
"OL67_003281" 782 616 430 589 679 910 749 602 914 439 590 910
"OL67_003282" 588 389 337 411 495 707 571 483 705 302 392 529
"OL67_003283" 682 441 285 347 610 807 613 566 887 378 535 749
"OL67_003284" 3067 2160 1406 1991 2091 3248 2437 2164 3137 2201 3197 3738
"OL67_003285" 1114 2301 1594 1770 1823 2579 1700 1662 2423 1293 2058 2690
"OL67_003286" 189 284 207 234 260 414 227 207 331 169 232 358
"OL67_003287" 526 1263 919 1010 665 965 863 757 947 554 813 1207
"OL67_003288" 624 1044 635 729 610 754 650 575 890 535 804 925
"OL67_003289" 8197 3650 2926 3709 7935 11302 8909 8306 11482 2040 2657 4295
"OL67_003290" 83 42 35 42 110 119 111 103 111 37 73 93
"OL67_003291" 13 2599 1549 1876 43 57 59 58 68 1063 1449 1853
"OL67_003292" 99 377 154 245 95 176 157 144 203 159 188 289
"OL67_003293" 244 608 468 586 363 435 433 359 501 287 395 585
"OL67_003294" 821 5014 4090 3569 1181 1539 1323 1057 1529 3110 4980 5870
"OL67_003295" 265 287 196 168 327 470 429 363 530 343 567 725
"OL67_003296" 483 334 245 315 414 612 459 417 597 507 798 863
"OL67_003297" 181 239 163 275 156 266 220 169 241 154 201 247
"OL67_003298" 46 81 58 61 37 75 65 33 88 43 57 71
"OL67_003299" 18 24 17 22 20 24 14 21 26 7 21 28
"OL67_003300" 19 66 45 38 31 37 33 31 40 26 44 43
"OL67_003301" 25 43 41 33 30 27 31 27 32 22 26 36
"OL67_003302" 42 98 76 98 52 87 79 72 78 53 91 117
"OL67_003303" 1 9 5 8 5 10 10 11 6 3 7 10
"OL67_003304" 0 0 5 1 0 1 3 0 2 0 1 0
"OL67_003305" 1 1 0 1 7 4 8 7 7 3 5 10
"OL67_003306" 2 4 2 4 2 0 1 5 2 0 2 5
"OL67_003307" 4 10 9 6 7 6 3 6 17 2 8 9
"OL67_003308" 22 33 27 34 35 44 35 32 34 26 26 63
"OL67_003309" 27 32 26 31 30 31 24 32 32 19 32 35
"OL67_003310" 28 29 19 36 43 61 48 44 39 22 36 59
"OL67_003311" 24 21 33 22 30 39 54 45 62 18 20 48
"OL67_003312" 148 376 270 352 198 309 232 230 325 190 214 371
"OL67_003313" 167 271 249 209 252 320 212 206 292 172 265 409
"OL67_003314" 38 70 73 60 42 70 71 75 71 42 39 74
"OL67_003315" 199 2678 2011 2882 497 366 1326 1540 1213 466 473 979
"OL67_003316" 100 1037 1013 1304 164 177 542 533 420 219 207 313
"OL67_003317" 24 327 249 380 47 35 170 192 140 69 79 112
"OL67_003318" 108 1634 1361 2201 239 187 694 690 612 347 362 613
"OL67_003319" 145 2212 1714 2940 302 233 1102 1003 926 436 449 854
"OL67_003320" 972 18079 15813 19149 2537 1997 8645 10281 7805 4064 4049 6633
"OL67_003321" 1358 22336 16290 18619 2930 2348 9022 9872 8631 4104 4989 8569
"OL67_003322" 722 8596 6693 8585 1354 1063 3563 4496 3677 1596 1984 3540
"OL67_003323" 346 4616 3122 3051 730 608 2119 2417 2161 853 995 1828
"OL67_003324" 287 5786 3672 3190 871 626 2479 2558 2386 937 1199 2086
"OL67_003325" 152 1279 835 707 331 333 698 849 870 195 252 461
"OL67_003326" 339 772 405 284 654 825 825 756 1088 300 389 578
"OL67_003327" 3019 5520 4050 4275 3505 4930 4508 4655 5732 2635 3342 5194
"OL67_003328" 1627 2641 1994 1338 1756 2533 2698 2236 2939 1132 1582 2350
"OL67_003329" 954 1547 1026 745 1311 1645 1826 1634 2250 763 984 1604
"OL67_003330" 1638 1834 1242 1357 1470 2182 1939 1783 2629 1139 1463 2085
"OL67_003331" 148 455 331 159 372 506 377 424 609 199 235 406
"OL67_003332" 2 29 16 3 6 17 18 17 19 6 17 15
"OL67_003333" 18 68 29 20 34 46 25 33 51 30 37 60
"OL67_003334" 6 21 20 10 12 8 12 16 25 13 16 11
"OL67_003335" 4 12 11 5 5 9 11 5 21 1 7 4
"OL67_003336" 403 3655 2556 2285 494 699 1905 1752 2351 899 1219 1710
"OL67_003337" 36 242 167 166 52 80 136 165 234 67 113 153
"OL67_003338" 86 799 675 722 134 184 337 341 489 363 632 741
"OL67_003339" 806 3079 2435 2139 1094 2003 3566 3628 4833 1106 1341 1832
"OL67_003340" 1324 3670 2139 1537 1388 2025 3231 2963 4435 1309 1910 2360
"OL67_003341" 42 3049 2589 1372 78 90 479 599 826 536 833 864
"OL67_003342" 97 987 761 625 136 244 639 660 906 249 303 360
"OL67_003344" 1329 2031 1251 1115 1765 2327 2472 2147 2931 1090 1560 2328
"OL67_003345" 708 485 399 440 711 974 825 863 1087 260 389 620
"OL67_003346" 66 64 49 34 104 154 116 111 205 60 88 125
"OL67_003347" 263 151 119 228 164 279 293 196 321 198 265 317
"OL67_003348" 22 23 31 50 20 46 35 35 54 26 31 51
"OL67_003349" 1313 1023 798 2107 798 1310 1430 1104 1621 1229 1854 1874
"OL67_003350" 40 56 63 71 32 47 58 32 47 51 67 55
"OL67_003352" 1486 2666 2040 3062 1203 1630 1214 1198 1766 1876 2690 3570
"OL67_003353" 1123 2007 1501 2086 1250 1805 1297 1151 1857 1553 2339 3164
"OL67_003354" 97 294 195 160 147 189 177 135 211 146 205 386
"OL67_003355" 4301 3929 2985 6344 3128 5305 3619 3107 4902 3915 4775 6905
"OL67_003356" 3909 4967 4206 6578 3453 6531 4703 3364 5347 5445 6829 8340
"OL67_003357" 3750 4358 3515 5241 3101 5727 3724 3213 4901 4512 5281 6861
"OL67_003358" 1588 1474 965 1345 1251 1680 1528 1518 1689 876 1147 1709
"OL67_003359" 879 2159 1795 1847 812 1440 1069 845 1286 1685 1866 3511
"OL67_003360" 404 292 188 310 199 350 246 233 315 210 278 322
"OL67_003361" 284 151 148 347 113 244 211 135 234 124 200 224
"OL67_003362" 1121 756 713 1607 638 1398 1021 681 1060 866 1160 1034
"OL67_003363" 1875 1598 1163 1619 1582 2488 2007 1774 2691 1152 1510 2239
"OL67_003364" 759 918 607 662 682 935 816 769 1009 505 632 896
"OL67_003365" 262 321 238 220 273 411 272 248 330 166 251 333
"OL67_003366" 127 268 206 235 215 316 244 185 291 170 262 365
"OL67_003367" 401 629 409 835 276 558 225 201 349 514 822 930
"OL67_003368" 1841 3395 2400 3999 1456 2128 1700 1754 2524 1752 2468 3466
"OL67_003369" 34 106 111 203 58 83 49 62 68 100 138 137
"OL67_003370" 466 737 587 992 298 482 406 376 402 443 649 754
"OL67_003371" 516 692 562 980 353 549 454 381 561 397 567 865
"OL67_003372" 709 463 314 481 417 637 489 456 678 377 438 673
"OL67_003373" 1032 1032 844 1128 958 1425 1003 999 1303 789 1001 1386
"OL67_003374" 2674 2343 1707 2492 2169 3427 2398 2191 3298 1939 2580 3599
"OL67_003375" 579 1083 845 1141 613 912 626 549 809 670 969 1209
"OL67_003376" 298 382 299 402 338 405 397 365 469 246 326 418
"OL67_003377" 214 190 105 268 167 164 179 181 218 126 206 270
"OL67_003378" 37 29 33 37 20 37 31 29 31 30 39 32
"OL67_003379" 27 25 22 33 13 21 16 15 12 12 14 34
"OL67_003380" 76 198 112 139 84 96 78 94 108 134 241 297
"OL67_003381" 2094 1438 1022 1480 1635 2367 1982 1895 2238 1147 1628 2182
"OL67_003382" 1375 1319 1053 1222 1757 2630 2184 2009 2594 1229 1612 2460
"OL67_003383" 10056 6929 4761 7765 7334 11253 8451 7831 11390 5902 8549 10915
"OL67_003384" 455 208 126 154 351 482 420 312 575 188 280 381
"OL67_003385" 466 1291 637 611 410 602 401 384 544 916 1774 1856
"OL67_003386" 2714 4132 3551 3925 2429 3792 2393 2295 3511 4137 6382 7070
"OL67_003387" 425 218 156 287 266 389 315 239 348 156 268 265
"OL67_003388" 1141 659 510 842 820 1141 1007 844 1132 522 796 1051
"OL67_003389" 814 86 47 129 397 788 614 447 761 160 288 239
"OL67_003390" 1932 221 194 290 1111 2019 1826 1284 2193 349 531 508
"OL67_003391" 598 258 136 210 343 536 453 391 539 179 207 285
"OL67_003392" 924 887 644 1374 1106 1573 1319 1287 1800 1424 2510 2801
"OL67_003393" 1618 645 564 1015 762 1199 1123 907 1274 557 758 888
"OL67_003394" 2036 1380 1315 1658 1940 2968 3127 2312 3144 948 1382 1729
"OL67_003395" 22036 10819 8966 11203 13828 19604 17186 16555 20815 7701 10195 16121
"OL67_003396" 3933 4031 2782 2732 5022 6755 5896 5922 7366 2049 2770 4443
